run,seed,year,world,category,faction,farcaster,periphery,stability,prosperity,time_debt,hyperion_special
1,7,15,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.7489651018031253,9.119521442500119,True
1,7,16,Lusus,Kernwelt,Hegemonie,True,False,0.8408,1.337298598488805,1.3639449951858655,False
1,7,16,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3632614827520002,6.7943586815999994,False
1,7,16,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.2620305000000003,0.5473999999999986,False
1,7,16,Marsim,Industriewelt,Hegemonie,True,False,0.77,1.3410464901877368,8.257090272822559,False
1,7,16,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.277880000000001,3.8639999999999994,False
1,7,16,Bressia,Grenzwelt,Hegemonie,False,True,0.59976,0.8753905092654333,9.977387412346456,False
1,7,16,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,0.975678042163098,13.310633730478083,False
1,7,16,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.7620531496588753,8.38995972710011,True
1,7,17,Lusus,Kernwelt,Hegemonie,True,False,0.8408,1.3428396055004814,5.118829395570995,False
1,7,17,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3969285641318399,9.857209987071998,False
1,7,17,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.3111387600000006,0.5036079999999987,False
1,7,17,Marsim,Industriewelt,Hegemonie,True,False,0.7544000000000001,1.359226290972718,11.460523050996754,False
1,7,17,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.330660000000001,3.55488,False
1,7,17,Bressia,Grenzwelt,Hegemonie,False,True,0.5846399999999999,0.9947239705241986,17.44815641935874,False
1,7,17,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,1.0334103787900502,22.15050303203985,False
1,7,17,Hyperion,Sonderwelt,Neutral,False,True,0.56404,0.8633300416861655,14.0567533489321,True
1,7,18,Lusus,Kernwelt,Hegemonie,True,False,0.8408,1.309022997060443,4.709323043925316,False
1,7,18,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.351478279001293,9.068633188106238,False
1,7,18,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.3194699642,1.817329359999999,False
1,7,18,Marsim,Industriewelt,Hegemonie,True,False,0.7544000000000001,1.3453897876949004,14.407681206917013,False
1,7,18,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.297644512,3.2704896,False
1,7,18,Bressia,Grenzwelt,Hegemonie,False,True,0.5846399999999999,1.0709463348822628,17.15354390581004,False
1,7,18,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,1.049883328486846,21.408862789476665,False
1,7,18,Hyperion,Sonderwelt,Neutral,False,True,0.54616,0.9053531559512723,22.51282076101753,True
1,7,19,Lusus,Kernwelt,Hegemonie,True,False,0.8408,1.3438459476956075,4.332577200411291,False
1,7,19,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3354931366811895,8.34314253305774,False
1,7,19,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.313085767064,1.671943011199999,False
1,7,19,Marsim,Industriewelt,Hegemonie,True,False,0.7544000000000001,1.3254442318793085,16.153066710363653,False
1,7,19,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,1.29767295104,3.008850432,False
1,7,19,Bressia,Grenzwelt,Hegemonie,False,True,0.5846399999999999,1.0832309804916818,15.781260393345237,False
1,7,19,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,1.0844304422078983,20.726553766318535,False
1,7,19,Hyperion,Sonderwelt,Neutral,False,True,0.54616,0.9331612634751705,22.83488278013613,True
1,7,20,Lusus,Kernwelt,Hegemonie,True,False,0.8408,1.2975667422799588,3.985971024378388,False
1,7,20,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3500616857466943,7.675691130413122,False
1,7,20,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.3176724904988804,1.5381875703039993,False
1,7,20,Marsim,Industriewelt,Hegemonie,True,False,0.7388000000000001,1.3649363733289637,14.860821373534561,False
1,7,20,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.7832,1.3355988100448,6.19334758783999,False
1,7,20,Bressia,Grenzwelt,Hegemonie,False,True,0.5675999999999999,1.1097974208523471,14.51875956187762,False
1,7,20,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,1.1010457868312664,20.098829465013054,False
1,7,20,Hyperion,Sonderwelt,Neutral,False,True,0.54616,0.9448777751971569,21.00809215772524,True
1,7,21,Lusus,Kernwelt,Hegemonie,True,False,0.80016992,1.336265533737521,4.586977790428116,False
1,7,21,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,1.3464884308869587,10.668035839980071,False
1,7,21,Maui-Covenant,Templarwelt,Templars,True,False,0.9,1.3097361812429695,2.0591325646796794,False
1,7,21,Marsim,Industriewelt,Hegemonie,True,False,0.7388000000000001,1.3269535978626465,17.535955663651794,False
1,7,21,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.765848,1.297380665241216,5.697879780812791,False
1,7,21,Bressia,Grenzwelt,Hegemonie,False,True,0.5479199999999999,1.1487395728961594,17.055106796927408,False
1,7,21,Hebron,Pilgerwelt,Hegemonie,False,True,0.68216,1.103593903884765,19.521323107812012,False
1,7,21,Hyperion,Sonderwelt,Neutral,False,True,0.54616,1.0164328539813843,21.80143518510722,True
1,7,22,Lusus,Kernwelt,Hegemonie,True,False,0.80016992,1.3107413022209573,4.220019567193867,False
1,7,22,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.8231999999999999,1.342236926768002,10.729154374381665,False
1,7,22,Maui-Covenant,Templarwelt,Templars,True,False,0.8838151232,1.317665429143532,1.8944019595053052,False
1,7,22,Marsim,Industriewelt,Hegemonie,True,False,0.7388000000000001,1.3271060844336349,16.13307921055965,False
1,7,22,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.7460479999999999,1.3253588772631348,5.242049398347768,False
1,7,22,Bressia,Grenzwelt,Hegemonie,False,True,0.5294639999999998,1.1571328678164667,16.791938253173214,False
1,7,22,Hebron,Pilgerwelt,Hegemonie,False,True,0.66276,1.1291729715739838,24.296577259187053,False
1,7,22,Hyperion,Sonderwelt,Neutral,False,True,0.54616,1.0392469504628736,21.06711237029864,True
1,7,23,Lusus,Kernwelt,Hegemonie,True,False,0.7575365439999999,1.3293181538843981,4.791987424538357,False
1,7,23,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.8231999999999999,1.3419261245625618,9.870822024431131,False
1,7,23,Maui-Covenant,Templarwelt,Templars,True,False,0.8658151232,1.3226817160997293,1.7428498027448809,False
1,7,23,Marsim,Industriewelt,Hegemonie,True,False,0.7186800000000001,1.340072652078944,15.937232873714876,False
1,7,23,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.7274719999999999,1.2974757950601652,4.822685446479946,False
1,7,23,Bressia,Grenzwelt,Hegemonie,False,True,0.5097839999999998,1.1663931735111495,15.448583192919358,False
1,7,23,Hebron,Pilgerwelt,Hegemonie,False,True,0.6451600000000001,1.131481313848065,23.38325107845209,False
1,7,23,Hyperion,Sonderwelt,Neutral,False,True,0.54616,1.0621344792258438,20.39153538067475,True
1,7,24,Lusus,Kernwelt,Hegemonie,True,False,0.7575365439999999,1.2992660812575463,4.4086284305752885,False
1,7,24,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.8062700928,1.3419970035879567,9.985402638796641,False
1,7,24,Maui-Covenant,Templarwelt,Templars,True,False,0.8478151232,1.3165836713154055,2.2474218185252908,False
1,7,24,Marsim,Industriewelt,Hegemonie,True,False,0.6976435200000001,1.3338519919343885,14.662254243817687,False
1,7,24,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.7076719999999999,1.2953935265155172,4.4368706107615505,False
1,7,24,Bressia,Grenzwelt,Hegemonie,False,True,0.4901039999999998,1.1689547523118577,14.21269653748581,False
1,7,24,Hebron,Pilgerwelt,Hegemonie,False,True,0.6265600000000001,1.1324429887402199,21.512590992175923,False
1,7,24,Hyperion,Sonderwelt,Neutral,False,True,0.5134,1.0480253256877763,18.76021255022077,True
1,7,25,Lusus,Kernwelt,Hegemonie,True,False,0.7160152319078399,1.3184337610535286,4.954861486049266,False
1,7,25,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.8062700928,1.3316066044042802,9.18657042769291,False
1,7,25,Maui-Covenant,Templarwelt,Templars,True,False,0.8298151232,1.3052900141138275,2.7116280730432676,False
1,7,25,Marsim,Industriewelt,Hegemonie,True,False,0.6796435200000001,1.3714802912476185,20.25127390431227,False
1,7,25,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.6686719999999998,1.279853697955561,4.081920961900627,False
1,7,25,Bressia,Grenzwelt,Hegemonie,False,True,0.47042399999999984,1.2046377573781093,16.379400814486946,False
1,7,25,Hebron,Pilgerwelt,Hegemonie,False,True,0.6079600000000002,1.1461357296410022,19.79158371280185,False
1,7,25,Hyperion,Sonderwelt,Neutral,False,True,0.39715999999999996,1.0646577844327543,19.27897954620311,True
1,7,26,Lusus,Kernwelt,Hegemonie,True,False,0.7160152319078399,1.3087045138513953,4.558472567165325,False
1,7,26,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.78927193536,1.3609385108237906,9.345245076997479,False
1,7,26,Maui-Covenant,Templarwelt,Templars,True,False,0.8118151231999999,1.3052003934883756,3.1386978271998065,False
1,7,26,Marsim,Industriewelt,Hegemonie,True,False,0.6796435200000001,1.3262015892815688,22.49517199196729,False
1,7,26,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.6301745723340798,1.263072435109931,3.755367284948577,False
1,7,26,Bressia,Grenzwelt,Hegemonie,False,True,0.45074399999999987,1.2550599446032462,20.34848931293247,False
1,7,26,Hebron,Pilgerwelt,Hegemonie,False,True,0.5732400000000002,1.1549525712697222,21.2994570157777,False
1,7,26,Hyperion,Sonderwelt,Neutral,False,True,0.36091999999999996,1.0542593949475614,19.101481474080625,True
1,7,27,Lusus,Kernwelt,Hegemonie,True,False,0.6731800557516798,1.3267099747697189,5.082071998912099,False
1,7,27,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.78927193536,1.3315482334268922,8.59762547083768,False
1,7,27,Maui-Covenant,Templarwelt,Templars,True,False,0.7938151231999999,1.3051844865129598,2.887602001023822,False
1,7,27,Marsim,Industriewelt,Hegemonie,True,False,0.6594824981478401,1.3490112679237474,24.559558232609906,False
1,7,27,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.5905745723340797,1.245496898381436,3.454937902152691,False
1,7,27,Bressia,Grenzwelt,Hegemonie,False,True,0.45074399999999987,1.3029423455919529,18.720610167897874,False
1,7,27,Hebron,Pilgerwelt,Hegemonie,False,True,0.5352400000000003,1.1415106255681442,20.625900454515488,False
1,7,27,Hyperion,Sonderwelt,Neutral,False,True,0.32578257233408,1.0430904160507133,18.583154956154175,True
1,7,28,Lusus,Kernwelt,Hegemonie,True,False,0.6731800557516798,1.2974917928001088,4.675506238999131,False
1,7,28,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.7721704498559999,1.3479188695709072,8.798092670290666,False
1,7,28,Maui-Covenant,Templarwelt,Templars,True,False,0.7758151231999999,1.3050963960955775,3.3005938409419167,False
1,7,28,Marsim,Industriewelt,Hegemonie,True,False,0.638323877115136,1.3819470483918317,26.458793574001113,False
1,7,28,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.5509745723340796,1.2279514045912208,3.178542869980476,False
1,7,28,Bressia,Grenzwelt,Hegemonie,False,True,0.45074399999999987,1.3406760889032103,20.526681354466046,False
1,7,28,Hebron,Pilgerwelt,Hegemonie,False,True,0.4972400000000003,1.1384080355226927,20.00622841815425,False
1,7,28,Hyperion,Sonderwelt,Neutral,False,True,0.28954257233408,1.0326719607421866,18.441618587131153,True
1,7,29,Lusus,Kernwelt,Hegemonie,True,False,0.6302362171955198,1.312084830480849,4.301465739879201,False
1,7,29,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.7721704498559999,1.3314798179719343,8.094245256667413,False
1,7,29,Maui-Covenant,Templarwelt,Templars,True,False,0.7578151231999999,1.3050818969115856,3.0365463336665632,False
1,7,29,Marsim,Industriewelt,Hegemonie,True,False,0.638323877115136,1.3434720866002146,28.206090088081027,False
1,7,29,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.5113745723340796,1.2104335503042225,2.924259440382038,False
1,7,29,Bressia,Grenzwelt,Hegemonie,False,True,0.45074399999999987,1.3368748817845535,19.985786846108763,False
1,7,29,Hebron,Pilgerwelt,Hegemonie,False,True,0.45924000000000026,1.1250954126808772,19.436130144701913,False
1,7,29,Hyperion,Sonderwelt,Neutral,False,True,0.254343951301376,1.0361546456918385,21.192030841929668,True
1,7,30,Lusus,Kernwelt,Hegemonie,True,False,0.6088362171955198,1.3041847134606228,4.845625717808864,False
1,7,30,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.7550161433126661,1.3279344728057962,7.446705636134021,False
1,7,30,Maui-Covenant,Templarwelt,Templars,True,False,0.7398151231999999,1.3049951016623134,3.4376226269732384,False
1,7,30,Marsim,Industriewelt,Hegemonie,True,False,0.638323877115136,1.3364573569488065,29.813602881034548,False
1,7,30,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.4717745723340796,1.1944108447894066,2.690318685151475,False
1,7,30,Bressia,Grenzwelt,Hegemonie,False,True,0.4334197781478399,1.3319186712353892,18.38692389842006,False
1,7,30,Hebron,Pilgerwelt,Hegemonie,False,True,0.4212400000000002,1.122111799666407,18.91163973312576,False
1,7,30,Hyperion,Sonderwelt,Neutral,False,True,0.2374437649208576,1.0630977818088423,25.758080138179775,True
2,8,1,Lusus,Kernwelt,Hegemonie,True,False,0.86,0.916,0.0,False
2,8,1,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.736,0.0,False
2,8,1,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.716,0.0,False
2,8,1,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.796,0.0,False
2,8,1,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.846,0.0,False
2,8,1,Bressia,Grenzwelt,Hegemonie,False,True,0.51,0.516,0.0,False
2,8,1,Hebron,Pilgerwelt,Hegemonie,False,True,0.7,0.5660000000000001,0.0,False
2,8,1,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.466,0.0,True
2,8,2,Lusus,Kernwelt,Hegemonie,True,False,0.86,0.932,0.0,False
2,8,2,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.752,0.0,False
2,8,2,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.732,0.0,False
2,8,2,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.812,0.0,False
2,8,2,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.862,0.0,False
2,8,2,Bressia,Grenzwelt,Hegemonie,False,True,0.51,0.532,0.0,False
2,8,2,Hebron,Pilgerwelt,Hegemonie,False,True,0.62,0.5820000000000001,0.0,False
2,8,2,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.48200000000000004,0.0,True
2,8,3,Lusus,Kernwelt,Hegemonie,True,False,0.86,0.9480000000000001,0.0,False
2,8,3,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.84,0.768,0.0,False
2,8,3,Maui-Covenant,Templarwelt,Templars,True,False,0.9,0.748,0.0,False
2,8,3,Marsim,Industriewelt,Hegemonie,True,False,0.77,0.8280000000000001,0.0,False
2,8,3,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.8,0.878,0.0,False
2,8,3,Bressia,Grenzwelt,Hegemonie,False,True,0.43,0.548,0.0,False
2,8,3,Hebron,Pilgerwelt,Hegemonie,False,True,0.62,0.5980000000000001,0.0,False
2,8,3,Hyperion,Sonderwelt,Neutral,False,True,0.58,0.49800000000000005,0.0,True
2,8,4,Lusus,Kernwelt,Hegemonie,True,False,0.86,0.9769000000000001,0.0,False
