scenario,run,seed,year,good,seller,buyer,quantity,unit_price,transport_cost,trade_value
baseline,1,7,13,industrieteile,Lusus,Tau Ceti,2.8,41.7396,0.9596,116.87088
baseline,1,7,13,energie,Bressia,Tau Ceti,6.0,41.3596,6.9596,248.1576
baseline,1,7,13,luxus,Hebron,Hyperion,1.5679999999999996,81.14959999999999,6.9596,127.24257279999996
baseline,1,7,14,nahrung,Maui-Covenant,Lusus,5.860000000000026,22.659599999999998,0.9596,132.78525600000057
baseline,1,7,14,nahrung,Tau Ceti,Lusus,0.13999999999997392,22.849600000000002,0.9596,3.1989439999994045
baseline,1,7,14,rohstoffe,Tau Ceti,Marsim,6.0,28.4696,0.9596,170.8176
baseline,1,7,14,industrieteile,Maui-Covenant,Bressia,3.42,47.4596,6.9596,162.311832
baseline,1,7,14,industrieteile,Maui-Covenant,Tau Ceti,2.58,41.4596,0.9596,106.96576800000001
baseline,1,7,14,energie,Bressia,Hyperion,6.0,42.6196,7.6796,255.7176
baseline,1,7,14,luxus,Qom-Riyadh,Hyperion,1.4092795644444842,82.5796,7.6796,116.37774271999973
baseline,1,7,14,biotech,Qom-Riyadh,Hebron,3.1999999999999993,83.89959999999999,6.9596,268.4787199999999
baseline,1,7,15,nahrung,Tau Ceti,Lusus,6.0,20.519599999999997,0.9596,123.11759999999998
baseline,1,7,15,rohstoffe,Qom-Riyadh,Marsim,6.0,28.9296,0.9596,173.57760000000002
baseline,1,7,15,industrieteile,Lusus,Tau Ceti,3.0199999999999987,42.8296,0.9596,129.34539199999995
baseline,1,7,15,energie,Marsim,Lusus,6.0,39.1096,0.9596,234.6576
baseline,1,7,15,biotech,Qom-Riyadh,Hebron,1.5999999999999996,84.5996,6.9596,135.35935999999995
baseline,1,7,16,nahrung,Tau Ceti,Lusus,6.0,20.729599999999998,0.9596,124.37759999999999
baseline,1,7,16,rohstoffe,Lusus,Marsim,6.0,27.8596,0.9596,167.1576
baseline,1,7,16,industrieteile,Lusus,Tau Ceti,2.8,41.7096,0.9596,116.78688
baseline,1,7,16,energie,Bressia,Qom-Riyadh,6.0,43.909600000000005,6.9596,263.4576
baseline,1,7,16,luxus,Lusus,Maui-Covenant,0.8499999999999979,79.08959999999999,0.9596,67.22615999999982
baseline,1,7,16,biotech,Bressia,Hebron,1.5999999999999996,81.2696,6.9596,130.03135999999998
baseline,1,7,17,nahrung,Maui-Covenant,Lusus,6.0,22.059600000000003,0.9596,132.35760000000002
baseline,1,7,17,rohstoffe,Tau Ceti,Marsim,6.0,28.1496,0.9596,168.8976
baseline,1,7,17,industrieteile,Qom-Riyadh,Bressia,5.13,47.9996,6.9596,246.237948
baseline,1,7,17,industrieteile,Qom-Riyadh,Tau Ceti,0.8700000000000001,41.9996,0.9596,36.539652000000004
baseline,1,7,17,energie,Marsim,Lusus,6.0,38.5696,0.9596,231.4176
baseline,1,7,17,luxus,Qom-Riyadh,Maui-Covenant,1.0,75.7896,0.9596,75.7896
baseline,1,7,17,biotech,Bressia,Hebron,1.5999999999999996,84.2396,6.9596,134.78335999999996
baseline,1,7,18,nahrung,Tau Ceti,Lusus,6.0,21.309600000000003,0.9596,127.85760000000002
baseline,1,7,18,rohstoffe,Maui-Covenant,Marsim,6.0,27.919600000000003,0.9596,167.51760000000002
baseline,1,7,18,industrieteile,Hebron,Bressia,1.71,46.839600000000004,6.9596,80.09571600000001
baseline,1,7,18,industrieteile,Hebron,Tau Ceti,4.29,46.839600000000004,6.9596,200.94188400000002
baseline,1,7,18,energie,Bressia,Tau Ceti,6.0,42.5696,6.9596,255.4176
baseline,1,7,18,luxus,Lusus,Maui-Covenant,1.0,74.1796,0.9596,74.1796
baseline,1,7,18,biotech,Bressia,Hebron,1.5999999999999996,86.75959999999999,6.9596,138.81535999999997
baseline,1,7,19,nahrung,Maui-Covenant,Lusus,3.726476195923654,20.979599999999998,0.9596,78.17997999999989
baseline,1,7,19,nahrung,Maui-Covenant,Marsim,1.3712838040763469,20.979599999999998,0.9596,28.768985696000122
baseline,1,7,19,nahrung,Tau Ceti,Marsim,0.902239999999999,22.0396,0.9596,19.88500870399998
baseline,1,7,19,rohstoffe,Tau Ceti,Marsim,4.199999999999999,28.4696,0.9596,119.57231999999998
baseline,1,7,19,rohstoffe,Maui-Covenant,Marsim,1.8000000000000007,28.599600000000002,0.9596,51.479280000000024
baseline,1,7,19,industrieteile,Qom-Riyadh,Tau Ceti,3.2399999999999993,42.7096,0.9596,138.37910399999998
baseline,1,7,19,energie,Marsim,Qom-Riyadh,6.0,37.1296,0.9596,222.7776
baseline,1,7,19,luxus,Marsim,Maui-Covenant,1.0,79.00959999999999,0.9596,79.00959999999999
baseline,1,7,19,biotech,Bressia,Hebron,1.5999999999999996,82.5696,6.9596,132.11135999999996
baseline,1,7,20,nahrung,Tau Ceti,Marsim,6.0,20.5796,0.9596,123.4776
baseline,1,7,20,rohstoffe,Lusus,Marsim,3.3000000000000007,29.1396,0.9596,96.16068000000003
baseline,1,7,20,rohstoffe,Maui-Covenant,Marsim,1.1999999999999993,30.459600000000002,0.9596,36.55151999999998
baseline,1,7,20,rohstoffe,Qom-Riyadh,Marsim,1.5,31.029600000000002,0.9596,46.5444
baseline,1,7,20,industrieteile,Marsim,Bressia,3.42,47.3496,6.9596,161.935632
baseline,1,7,20,industrieteile,Marsim,Tau Ceti,2.58,41.3496,0.9596,106.68196800000001
baseline,1,7,20,energie,Bressia,Lusus,2.194310470131856,42.3796,6.9596,92.994
baseline,1,7,20,energie,Bressia,Maui-Covenant,3.805689529868144,42.3796,6.9596,161.2836
baseline,1,7,20,luxus,Qom-Riyadh,Maui-Covenant,1.0,74.80959999999999,0.9596,74.80959999999999
baseline,1,7,20,biotech,Bressia,Hebron,1.5999999999999996,84.7396,6.9596,135.58335999999997
baseline,2,8,4,nahrung,Tau Ceti,Lusus,4.299999999999997,20.739600000000003,0.9596,89.18027999999995
baseline,2,8,4,rohstoffe,Lusus,Marsim,3.5,27.629600000000003,0.9596,96.70360000000001
baseline,2,8,5,nahrung,Maui-Covenant,Lusus,6.0,20.879600000000003,0.9596,125.27760000000002
baseline,2,8,5,rohstoffe,Hyperion,Marsim,6.0,33.1896,6.9596,199.1376
baseline,2,8,6,nahrung,Tau Ceti,Lusus,6.0,21.049599999999998,0.9596,126.29759999999999
baseline,2,8,6,rohstoffe,Lusus,Marsim,6.0,27.839599999999997,0.9596,167.0376
baseline,2,8,7,nahrung,Hyperion,Lusus,4.819999999999995,27.1396,6.9596,130.81287199999986
baseline,2,8,7,nahrung,Maui-Covenant,Lusus,1.180000000000005,22.2596,0.9596,26.26632800000011
baseline,2,8,7,rohstoffe,Maui-Covenant,Marsim,6.0,27.909599999999998,0.9596,167.45759999999999
baseline,2,8,7,energie,Marsim,Lusus,1.0999999999999943,36.159600000000005,0.9596,39.7755599999998
baseline,2,8,8,nahrung,Maui-Covenant,Lusus,6.0,22.239600000000003,0.9596,133.43760000000003
baseline,2,8,8,rohstoffe,Qom-Riyadh,Marsim,6.0,28.269599999999997,0.9596,169.61759999999998
baseline,2,8,8,industrieteile,Lusus,Tau Ceti,2.7000000000000055,41.5596,0.9596,112.21092000000024
baseline,2,8,8,energie,Hebron,Tau Ceti,2.0999999999999943,42.4596,6.9596,89.16515999999976
baseline,2,8,8,energie,Marsim,Tau Ceti,0.6000000000000112,38.0796,0.9596,22.847760000000427
baseline,2,8,8,energie,Marsim,Lusus,3.2,38.0796,0.9596,121.85472
baseline,2,8,9,nahrung,Maui-Covenant,Marsim,6.0,21.2896,0.9596,127.7376
baseline,2,8,9,rohstoffe,Hebron,Marsim,6.0,33.0696,6.9596,198.4176
baseline,2,8,9,industrieteile,Maui-Covenant,Tau Ceti,2.8,41.8096,0.9596,117.06688
baseline,2,8,9,energie,Marsim,Lusus,3.2,36.5796,0.9596,117.05472
baseline,2,8,9,energie,Marsim,Tau Ceti,2.8,36.5796,0.9596,102.42287999999999
baseline,2,8,10,nahrung,Tau Ceti,Lusus,6.0,27.6296,6.8596,165.7776
baseline,2,8,10,rohstoffe,Lusus,Marsim,6.0,34.6796,6.8596,208.07760000000002
baseline,2,8,10,industrieteile,Hebron,Bressia,1.4000000000000083,50.6796,10.4596,70.95144000000042
baseline,2,8,10,energie,Marsim,Qom-Riyadh,5.899999999999995,43.2196,6.8596,254.99563999999978
baseline,2,8,10,energie,Marsim,Lusus,0.10000000000000497,43.2196,6.8596,4.321960000000215
baseline,2,8,11,nahrung,Tau Ceti,Lusus,6.0,26.7296,6.8596,160.3776
baseline,2,8,11,rohstoffe,Lusus,Marsim,5.800000000000001,34.9096,6.8596,202.47568
baseline,2,8,11,rohstoffe,Bressia,Marsim,0.1999999999999993,38.5796,10.4596,7.715919999999972
baseline,2,8,11,industrieteile,Hyperion,Tau Ceti,5.6,50.9696,10.4596,285.42976
baseline,2,8,11,energie,Marsim,Lusus,6.0,42.3296,6.8596,253.9776
baseline,2,8,11,luxus,Tau Ceti,Hyperion,4.464800000000006,85.4296,10.4596,381.4260780800005
baseline,2,8,12,nahrung,Tau Ceti,Lusus,6.0,22.8596,0.9596,137.1576
baseline,2,8,12,rohstoffe,Hyperion,Marsim,6.0,34.4396,6.9596,206.6376
baseline,2,8,12,industrieteile,Hyperion,Bressia,3.42,47.4996,6.9596,162.448632
baseline,2,8,12,industrieteile,Hyperion,Tau Ceti,2.58,47.4996,6.9596,122.548968
baseline,2,8,12,energie,Marsim,Tau Ceti,6.0,36.949600000000004,0.9596,221.69760000000002
baseline,2,8,12,luxus,Hebron,Hyperion,1.5679999999999996,79.6096,7.6796,124.82785279999997
baseline,2,8,12,biotech,Maui-Covenant,Hebron,2.7000000000000064,86.1096,7.6796,232.49592000000055
baseline,2,8,13,nahrung,Maui-Covenant,Lusus,6.0,21.4296,0.9596,128.57760000000002
baseline,2,8,13,rohstoffe,Tau Ceti,Marsim,6.0,27.659599999999998,0.9596,165.95759999999999
baseline,2,8,13,industrieteile,Marsim,Bressia,1.71,47.3196,6.9596,80.916516
baseline,2,8,13,industrieteile,Marsim,Tau Ceti,3.0199999999999987,41.3196,0.9596,124.78519199999995
baseline,2,8,13,energie,Marsim,Hebron,6.0,45.1296,7.6796,270.7776
baseline,2,8,13,luxus,Hebron,Hyperion,2.2736,80.4696,7.6796,182.95568256
baseline,2,8,13,biotech,Hyperion,Hebron,1.5999999999999996,84.05959999999999,7.6796,134.49535999999995
baseline,2,8,14,nahrung,Tau Ceti,Lusus,6.0,26.8596,6.8596,161.1576
baseline,2,8,14,rohstoffe,Qom-Riyadh,Marsim,6.0,34.599599999999995,6.8596,207.59759999999997
baseline,2,8,14,industrieteile,Marsim,Tau Ceti,2.8,47.8696,6.8596,134.03488
baseline,2,8,14,energie,Marsim,Qom-Riyadh,6.0,42.2296,6.8596,253.37759999999997
baseline,2,8,14,luxus,Qom-Riyadh,Hyperion,2.2736,84.36959999999999,10.4596,191.82272256
baseline,2,8,14,biotech,Qom-Riyadh,Hebron,1.5999999999999996,88.4896,10.4596,141.58335999999997
baseline,2,8,15,nahrung,Tau Ceti,Lusus,6.0,27.1596,6.8596,162.9576
baseline,2,8,15,rohstoffe,Tau Ceti,Marsim,6.0,35.8896,6.8596,215.3376
baseline,2,8,15,industrieteile,Marsim,Bressia,3.42,51.1196,10.4596,174.82903199999998
baseline,2,8,15,industrieteile,Marsim,Tau Ceti,2.58,47.5196,6.8596,122.600568
baseline,2,8,15,energie,Marsim,Lusus,4.502564146630696,46.5496,6.8596,209.59256000000022
baseline,2,8,15,energie,Marsim,Tau Ceti,1.4974358533693044,46.5496,6.8596,69.70503999999977
baseline,2,8,15,luxus,Lusus,Hyperion,2.2736,85.8596,10.4596,195.21038656000002
baseline,2,8,15,luxus,Lusus,Maui-Covenant,1.1999999999999957,82.2596,6.8596,98.71151999999965
baseline,2,8,15,biotech,Hyperion,Hebron,1.5999999999999996,85.5196,10.4596,136.83135999999996
baseline,2,8,16,nahrung,Maui-Covenant,Lusus,6.0,21.519599999999997,0.9596,129.11759999999998
baseline,2,8,16,rohstoffe,Hyperion,Marsim,6.0,34.7996,6.9596,208.7976
baseline,2,8,16,industrieteile,Marsim,Bressia,1.71,47.6496,6.9596,81.480816
baseline,2,8,16,industrieteile,Marsim,Tau Ceti,3.0199999999999987,41.6496,0.9596,125.78179199999994
baseline,2,8,16,energie,Marsim,Hyperion,6.0,42.6796,6.9596,256.0776
baseline,2,8,16,luxus,Marsim,Maui-Covenant,1.0,74.66959999999999,0.9596,74.66959999999999
baseline,2,8,16,biotech,Maui-Covenant,Hebron,1.5999999999999996,85.19959999999999,6.9596,136.31935999999996
baseline,2,8,17,nahrung,Tau Ceti,Lusus,6.0,20.959600000000002,0.9596,125.75760000000001
baseline,2,8,17,rohstoffe,Hebron,Marsim,6.0,32.8396,6.9596,197.0376
baseline,2,8,17,industrieteile,Lusus,Bressia,1.71,47.909600000000005,6.9596,81.92541600000001
baseline,2,8,17,industrieteile,Lusus,Tau Ceti,2.8,41.909600000000005,0.9596,117.34688
baseline,2,8,17,energie,Marsim,Tau Ceti,6.0,38.0096,0.9596,228.05759999999998
baseline,2,8,17,luxus,Lusus,Hyperion,3.1359999999999992,80.22959999999999,6.9596,251.6000255999999
baseline,2,8,17,luxus,Lusus,Maui-Covenant,1.0,74.22959999999999,0.9596,74.22959999999999
baseline,2,8,17,biotech,Maui-Covenant,Hebron,1.5999999999999996,83.6396,6.9596,133.82335999999998
baseline,2,8,18,nahrung,Tau Ceti,Lusus,6.0,20.559600000000003,0.9596,123.35760000000002
baseline,2,8,18,rohstoffe,Maui-Covenant,Marsim,6.0,28.519599999999997,0.9596,171.11759999999998
baseline,2,8,18,industrieteile,Marsim,Bressia,1.71,47.6096,6.9596,81.412416
baseline,2,8,18,industrieteile,Marsim,Tau Ceti,2.8,41.6096,0.9596,116.50688
baseline,2,8,18,energie,Marsim,Lusus,6.0,40.6396,0.9596,243.8376
baseline,2,8,18,luxus,Marsim,Maui-Covenant,1.0,75.6296,0.9596,75.6296
baseline,2,8,18,biotech,Qom-Riyadh,Hebron,1.5999999999999996,84.1296,6.9596,134.60735999999997
baseline,2,8,19,nahrung,Tau Ceti,Lusus,6.0,17.761200000000002,0.9812000000000001,106.56720000000001
baseline,2,8,19,rohstoffe,Hyperion,Marsim,6.0,26.8812,6.981199999999999,161.28719999999998
baseline,2,8,19,industrieteile,Hebron,Tau Ceti,2.8,41.2712,6.981199999999999,115.55936
baseline,2,8,19,industrieteile,Hebron,Bressia,1.71,41.2712,6.981199999999999,70.573752
baseline,2,8,19,energie,Bressia,Hebron,6.0,44.5412,6.981199999999999,267.2472
baseline,2,8,19,luxus,Hebron,Maui-Covenant,1.0,72.4012,6.981199999999999,72.4012
baseline,2,8,19,biotech,Hyperion,Hebron,1.5999999999999996,69.5212,6.981199999999999,111.23391999999997
baseline,2,8,20,nahrung,Tau Ceti,Bressia,6.0,23.691200000000002,6.981199999999999,142.1472
baseline,2,8,20,rohstoffe,Qom-Riyadh,Marsim,6.0,24.7012,0.9812000000000001,148.2072
baseline,2,8,20,industrieteile,Hebron,Bressia,1.71,39.681200000000004,6.981199999999999,67.85485200000001
baseline,2,8,20,industrieteile,Hebron,Tau Ceti,2.8,39.681200000000004,6.981199999999999,111.10736
baseline,2,8,20,energie,Marsim,Qom-Riyadh,6.0,41.6012,0.9812000000000001,249.60719999999998
baseline,2,8,20,luxus,Lusus,Hyperion,5.409599999999999,69.0312,6.981199999999999,373.43117951999994
baseline,2,8,20,luxus,Lusus,Maui-Covenant,0.5904000000000007,63.0312,0.9812000000000001,37.213620480000046
baseline,2,8,20,biotech,Qom-Riyadh,Hebron,1.5999999999999996,75.2612,6.981199999999999,120.41791999999998
baseline,3,9,4,nahrung,Tau Ceti,Lusus,4.299999999999997,22.2896,0.9596,95.84527999999993
baseline,3,9,4,rohstoffe,Maui-Covenant,Marsim,3.5,27.739600000000003,0.9596,97.08860000000001
baseline,3,9,5,nahrung,Qom-Riyadh,Lusus,6.0,21.879600000000003,0.9596,131.2776
baseline,3,9,5,rohstoffe,Tau Ceti,Marsim,6.0,27.8896,0.9596,167.3376
baseline,3,9,6,nahrung,Tau Ceti,Lusus,6.0,22.129600000000003,0.9596,132.7776
baseline,3,9,6,rohstoffe,Tau Ceti,Marsim,6.0,27.909599999999998,0.9596,167.45759999999999
baseline,3,9,7,nahrung,Tau Ceti,Lusus,6.0,20.529600000000002,0.9596,123.17760000000001
baseline,3,9,7,rohstoffe,Hebron,Marsim,6.0,33.0796,6.9596,198.4776
baseline,3,9,7,energie,Maui-Covenant,Lusus,1.0999999999999943,39.049600000000005,0.9596,42.95455999999978
baseline,3,9,8,nahrung,Maui-Covenant,Lusus,6.0,22.839599999999997,0.9596,137.0376
baseline,3,9,8,rohstoffe,Bressia,Marsim,6.0,32.8596,6.9596,197.1576
baseline,3,9,8,industrieteile,Qom-Riyadh,Tau Ceti,2.7000000000000055,41.4896,0.9596,112.02192000000024
baseline,3,9,8,energie,Bressia,Qom-Riyadh,1.0999999999999943,42.1796,6.9596,46.397559999999764
baseline,3,9,8,energie,Marsim,Lusus,3.2,37.7496,0.9596,120.79872
baseline,3,9,8,energie,Marsim,Tau Ceti,1.7000000000000055,37.7496,0.9596,64.17432000000021
baseline,3,9,9,nahrung,Hyperion,Marsim,1.939999999999996,26.3196,6.9596,51.0600239999999
baseline,3,9,9,nahrung,Tau Ceti,Marsim,4.060000000000004,22.1796,0.9596,90.04917600000009
baseline,3,9,9,rohstoffe,Hebron,Marsim,6.0,33.7096,6.9596,202.25760000000002
baseline,3,9,9,industrieteile,Hyperion,Tau Ceti,2.8,46.0096,6.9596,128.82688
baseline,3,9,9,energie,Marsim,Lusus,3.2,38.0696,0.9596,121.82272
baseline,3,9,9,energie,Marsim,Tau Ceti,2.8,38.0696,0.9596,106.59488
baseline,3,9,9,luxus,Hebron,Hyperion,1.328800000000001,78.19959999999999,6.9596,103.91162848000008
baseline,3,9,10,nahrung,Tau Ceti,Lusus,6.0,21.6796,0.9596,130.07760000000002
baseline,3,9,10,rohstoffe,Hebron,Marsim,4.5,33.7796,6.9596,152.00820000000002
baseline,3,9,10,rohstoffe,Lusus,Marsim,1.5,29.449599999999997,0.9596,44.17439999999999
baseline,3,9,10,industrieteile,Lusus,Tau Ceti,2.8,41.9696,0.9596,117.51487999999999
baseline,3,9,10,energie,Marsim,Qom-Riyadh,4.800000000000001,39.6496,0.9596,190.31808000000004
baseline,3,9,10,energie,Marsim,Lusus,1.1999999999999993,39.6496,0.9596,47.579519999999974
baseline,3,9,10,luxus,Qom-Riyadh,Hyperion,1.5679999999999996,82.8496,6.9596,129.90817279999996
baseline,3,9,11,nahrung,Tau Ceti,Lusus,6.0,20.879600000000003,0.9596,125.27760000000002
baseline,3,9,11,rohstoffe,Qom-Riyadh,Marsim,6.0,28.1796,0.9596,169.07760000000002
baseline,3,9,11,industrieteile,Hebron,Tau Ceti,2.8,45.7196,6.9596,128.01488
baseline,3,9,11,energie,Marsim,Tau Ceti,6.0,39.2796,0.9596,235.6776
baseline,3,9,12,nahrung,Maui-Covenant,Lusus,6.0,21.379600000000003,0.9596,128.2776
baseline,3,9,12,rohstoffe,Bressia,Marsim,6.0,33.6196,6.9596,201.7176
baseline,3,9,12,industrieteile,Hyperion,Tau Ceti,2.8,47.269600000000004,6.9596,132.35488
baseline,3,9,12,energie,Marsim,Lusus,6.0,38.6696,0.9596,232.01760000000002
baseline,3,9,12,luxus,Bressia,Hyperion,3.1359999999999992,80.69959999999999,6.9596,253.07394559999992
baseline,3,9,12,biotech,Maui-Covenant,Hebron,2.7000000000000064,84.30959999999999,6.9596,227.6359200000005
baseline,3,9,13,nahrung,Tau Ceti,Lusus,6.0,21.6196,0.9596,129.7176
baseline,3,9,13,rohstoffe,Bressia,Marsim,6.0,33.2896,6.9596,199.7376
baseline,3,9,13,industrieteile,Qom-Riyadh,Tau Ceti,2.8,41.8996,0.9596,117.31888
baseline,3,9,13,industrieteile,Qom-Riyadh,Bressia,3.2,47.8996,6.9596,153.27872
baseline,3,9,13,energie,Bressia,Qom-Riyadh,6.0,40.8496,6.9596,245.0976
baseline,3,9,13,luxus,Bressia,Hyperion,1.5679999999999996,79.05959999999999,6.9596,123.96545279999995
baseline,3,9,13,biotech,Marsim,Hebron,1.5999999999999996,85.69959999999999,6.9596,137.11935999999994
baseline,3,9,14,nahrung,Tau Ceti,Lusus,2.6388202206936278,22.3296,0.9596,58.923800000000426
baseline,3,9,14,nahrung,Tau Ceti,Marsim,3.3611797793063722,22.3296,0.9596,75.05379999999957
baseline,3,9,14,rohstoffe,Bressia,Marsim,6.0,33.5796,6.9596,201.4776
baseline,3,9,14,industrieteile,Maui-Covenant,Tau Ceti,2.8,43.4296,0.9596,121.60288
baseline,3,9,14,energie,Bressia,Hyperion,6.0,41.1396,6.9596,246.8376
baseline,3,9,14,luxus,Qom-Riyadh,Hyperion,1.5679999999999996,82.2996,6.9596,129.04577279999995
baseline,3,9,14,biotech,Marsim,Hebron,1.5999999999999996,84.0996,6.9596,134.55935999999997
baseline,3,9,15,nahrung,Maui-Covenant,Marsim,6.0,20.989600000000003,0.9596,125.93760000000002
baseline,3,9,15,rohstoffe,Qom-Riyadh,Marsim,6.0,28.659599999999998,0.9596,171.95759999999999
baseline,3,9,15,industrieteile,Qom-Riyadh,Bressia,6.0,47.5996,6.9596,285.5976
baseline,3,9,15,energie,Marsim,Tau Ceti,6.0,36.3696,0.9596,218.2176
baseline,3,9,15,luxus,Qom-Riyadh,Hyperion,0.9057825580876122,80.61959999999999,6.9596,73.02382752000005
baseline,3,9,16,nahrung,Tau Ceti,Qom-Riyadh,6.0,21.5396,0.9596,129.2376
baseline,3,9,16,rohstoffe,Bressia,Marsim,6.0,34.1196,6.9596,204.7176
baseline,3,9,16,industrieteile,Marsim,Tau Ceti,5.6,42.7796,0.9596,239.56575999999998
baseline,3,9,16,energie,Bressia,Hebron,6.0,41.199600000000004,6.9596,247.19760000000002
baseline,3,9,16,luxus,Marsim,Maui-Covenant,0.8499999999999979,75.4096,0.9596,64.09815999999984
baseline,3,9,16,biotech,Hyperion,Hebron,3.1999999999999993,86.2896,6.9596,276.1267199999999
baseline,3,9,17,nahrung,Maui-Covenant,Marsim,6.0,21.799599999999998,0.9596,130.7976
baseline,3,9,17,rohstoffe,Maui-Covenant,Marsim,6.0,28.159599999999998,0.9596,168.95759999999999
baseline,3,9,17,industrieteile,Hyperion,Bressia,4.170000000000007,47.5796,6.9596,198.40693200000032
baseline,3,9,17,industrieteile,Hyperion,Tau Ceti,1.829999999999993,47.5796,6.9596,87.07066799999967
baseline,3,9,17,energie,Bressia,Qom-Riyadh,6.0,41.8196,6.9596,250.9176
baseline,3,9,17,luxus,Bressia,Maui-Covenant,1.0,78.6396,6.9596,78.6396
baseline,3,9,17,luxus,Bressia,Hyperion,3.798217441912387,78.6396,6.9596,298.6903003450133
baseline,3,9,17,biotech,Maui-Covenant,Hebron,1.5999999999999996,83.8296,6.9596,134.12735999999998
baseline,3,9,18,nahrung,Maui-Covenant,Bressia,6.0,26.799599999999998,6.9596,160.7976
baseline,3,9,18,rohstoffe,Hyperion,Marsim,6.0,33.5796,6.9596,201.4776
